TARGETID,K_R,K_R_ERR,Z
39627769209948318,,inf,2.6707387530494398
39628186530613592,,inf,2.5343343418996405
39628186530614788,,inf,2.341600113574143
39628180729891892,,inf,2.6839617115173535
39628180738282422,,inf,2.4707429547624624
39628192306170647,,inf,2.58218645899908
39628186526420922,,inf,2.5278895483850596
39628192314558426,,inf,2.3886298663485417
39628192310362163,,inf,2.4967328192273093
39627733101184808,,inf,2.335652116477765
39627739140984775,,inf,2.6423031760546762
39627637630437044,,inf,2.457081457419298
39627649592595605,,inf,2.3423247992385465
39627643582155087,,inf,2.701317983555283
39627649596786063,,inf,2.4673760275013397
39627637580108147,,inf,2.4772671066164755
39627637567521491,,inf,2.34752802310941
39627643577958489,,inf,2.5063084189716363
39627637575914149,,inf,2.6750508492816705
39627655607227362,,inf,2.3619061177229916
39627649596790380,,inf,2.3923411154870604
39627649592593924,,inf,2.4982269213486643
39627649592592361,,inf,2.4681912964221278
39627794371582159,,inf,2.3286961013687844
39627788335972868,,inf,2.517216114713981
39627800402987759,,inf,2.7538793090769667
39627721877226648,,inf,2.6427115373438435
39627728101578659,,inf,2.3323191375076386
39627921261858993,,inf,2.396617297963552
39627909127738701,,inf,2.385250643743947
39627915150755101,,inf,2.7883264533645136
39627909144514802,,inf,2.514940751131966
39627909144516372,,inf,2.340394587937925
39627637697547336,,inf,2.539470146266857
39627812423865332,,inf,2.667274849304403
39627770094944459,,inf,2.6931226871806992
39628010990601053,,inf,2.7406405493117334
39628005026300701,,inf,2.3922217084954895
39628005026302869,,inf,2.5592345524231415
39628016942322230,,inf,2.610954890305559
39628005022108669,,inf,2.587887904175788
39628005009526996,,inf,2.6477043125986484
39628005009526050,,inf,2.7096659918536083
39628010978020840,,inf,2.77066969738213
39628005009527731,,inf,2.6596964646695125
39628005013720115,,inf,2.6838781099540987
39628005013720031,,inf,2.7919843250309477
39628016950707265,,inf,2.6878759401137655
39628076409164302,,inf,2.532097523590555
39627915297555177,,inf,2.616068584784323
39628046692517339,,inf,2.650304875941941
39628064493144139,,inf,2.5060285821518042
39628082243438185,,inf,2.376088101604759
39628082230858764,,inf,2.741924914308888
39628088132244814,,inf,2.497115215821601
39628082235050442,,inf,2.715173596242775
39628082235052270,,inf,2.381578166944308
39628088132240421,,inf,2.5336232857801173
39628088132240289,,inf,2.5517357392727806
39627782128403870,,inf,2.3704762703469395
39636442367922594,,inf,2.3467284700388484
39627640264461093,,inf,2.5180671168407263
39627700331086349,,inf,2.417989790810205
39627736553103457,,inf,2.301597604447877
39627736536323872,,inf,2.437583079130022
39627742592896616,,inf,2.3867768049335556
39627742588699352,,inf,2.4751775740520348
39627760712291169,,inf,2.486892938886549
39627688167611950,,inf,2.6886971825251
39627688159220942,,inf,2.5382010079447404
39627688159220763,,inf,2.354682635423358
39627694203209826,,inf,2.3792377493073653
39627694190632354,,inf,2.336935183697706
39627724670637151,,inf,2.3361657656124444
39627706547044647,,inf,2.4795287120161893
39627688477989086,,inf,2.5951081093758512
39627694513589232,,inf,2.7671883954216336
39627700612109341,,inf,2.6213976604888654
39628176221014017,,inf,2.777430963985096
39628164598598800,,inf,2.3552017525771274
39628164598600380,,inf,2.42443950675258
39628164590209721,,inf,2.7006205639379437
39628164590207391,,inf,2.558411512776011
39628164598596336,,inf,2.563912380458627
39628170411904985,,inf,2.77511123644653
39628170411905695,,inf,2.4306060931018956
39628164606984893,,inf,2.3545486111138154
39628170416100392,,inf,2.7437452845474755
39628164602793236,,inf,2.396116611061459
39628164598598055,,inf,2.4066808909989907
39628170411902654,,inf,2.764187444020715
39628106029335172,,inf,2.4165193978498345
39628106058697631,,inf,2.6856728551521925
39628070725881139,,inf,2.627544181924478
39628064803526377,,inf,2.4634154015938607
39628070717493556,,inf,2.557177066841273
39628070713300183,,inf,2.7930090964669025
39628029231631222,,inf,2.655535585943822
39628094453058699,,inf,2.784663953775987
39628094453056906,,inf,2.7428344625819667
39628100341859304,,inf,2.601839164560833
39628094448861641,,inf,2.5836145715533965
39628088539087776,,inf,2.553585828354247
39628094444667049,,inf,2.544715725893939
39628106222272859,,inf,2.3807131006992264
39628088543281634,,inf,2.663436579101402
39628094444668228,,inf,2.3594640217675384
39627951515373243,,inf,2.5600391858490257
39627921521902875,,inf,2.717777521727397
39628176183265634,,inf,2.636545693329116
39628176170683227,,inf,2.3989571551058035
39628164539877085,,inf,2.3358966183135292
39628170353184493,,inf,2.4340047982970203
39628164544071760,,inf,2.7504404058594716
39628182004957429,,inf,2.4074831051049688
39628181946240391,,inf,2.4677685278549455
39628176401370811,,inf,2.7510609347881316
39628170600646822,,inf,2.3172403151605643
39628170596455426,,inf,2.6668513241437335
39628176409761045,,inf,2.330868895174087
39628118020855000,,inf,2.562057973077217
39628141475400422,,inf,2.370479976369595
39628147309676548,,inf,2.4641874784535105
39628141458625397,,inf,2.607782757507445
39627993550685858,,inf,2.5324574501835384
39628023175054512,,inf,2.400909044549377
39628129462911338,,inf,2.6178831336630948
39628017093315982,,inf,2.7312534432868754
39628076497242272,,inf,2.6765952815295777
39627564804735195,,inf,2.4889544101981884
39627582726996591,,inf,2.4639918687431543
39627570773229624,,inf,2.7281528773232373
39627570769041106,,inf,2.650635745195683
39627564804737633,,inf,2.3961326205930593
39627570769041095,,inf,2.396832421077953
39627570773231982,,inf,2.3064596084633373
39627594693348509,,inf,2.532182798578497
39627588708073552,,inf,2.618071658100565
39627588703882005,,inf,2.598408122072406
39627582722802750,,inf,2.681989309041603
39627576737534920,,inf,2.6531539903133696
39627570769038708,,inf,2.4330282770969145
39627570764844198,,inf,2.565498419038724
39627582718611064,,inf,2.6529390989061805
39627576737533442,,inf,2.4803557221523604
39627576750113001,,inf,2.3549960931063074
39627576745921432,,inf,2.5682955193576373
39627588716462917,,inf,2.304263824752504
39627642806209189,,inf,2.5839682011453444
39627648812451070,,inf,2.665063392736775
39627642810403906,,inf,2.4383920641913703
39627703095133514,,inf,2.478668448603593
39627709130737537,,inf,2.7790819566159883
39627703111909483,,inf,2.351029560041066
39627715170536993,,inf,2.353629623982646
39627709139126878,,inf,2.3409845877811626
39628153353671623,,inf,2.498540850520058
39628100589322429,,inf,2.4380377525796
39628106490709508,,inf,2.6740083865966295
39628106490708598,,inf,2.3395011760839237
39628082897754678,,inf,2.746726459043663
39628100597714643,,inf,2.3680349145179034
39628077067668949,,inf,2.5764310656134306
39628118192818226,,inf,2.510398784197473
39628046134675737,,inf,2.6933500695991848
39628034252212525,,inf,2.6263534136422697
39628040187152814,,inf,2.5877799781436743
39627944338917357,,inf,2.6082607242538804
39627938324284420,,inf,2.4766868022203
39627938324283947,,inf,2.71651311952485
39627944330529426,,inf,2.3996908096027036
39627950332580078,,inf,2.5766017850607312
39627944317948340,,inf,2.6562037330186192
39627938328482595,,inf,2.3995868672250134
39627950336772638,,inf,2.6430926372410677
39627944334725916,,inf,2.350590897029707
39627944334726491,,inf,2.412730539514102
39627944334723273,,inf,2.3861285801072176
39627938324287721,,inf,2.6142748022943385
39627938328477745,,inf,2.6820929355617866
39627938328478299,,inf,2.6077912098660074
39627944326336271,,inf,2.3867408035284554
39627944330529587,,inf,2.32344910323476
39627944330529258,,inf,2.5264960773503766
39627950328384024,,inf,2.4270030165298184
39627968355502511,,inf,2.3009517274277713
39627823840760044,,inf,2.5229578373024943
39627823849144535,,inf,2.480012868030597
39627823844950430,,inf,2.483165269910357
39627811857629448,,inf,2.5121068330412784
39628157778657434,,inf,2.642975502100032
39628157774467249,,inf,2.517411602894954
39628157774466755,,inf,2.513275260914679
39628163562605320,,inf,2.3873837363363464
39628180977356447,,inf,2.377072975472045
39628175180825117,,inf,2.7256778213310917
39628175176632339,,inf,2.311670602222636
39628163562603785,,inf,2.6998767466111118
39628169371718708,,inf,2.3673373234107746
39628163545829499,,inf,2.6116452817170757
39628169371714341,,inf,2.414747504884552
39628175180825550,,inf,2.547015376257995
39628175172441142,,inf,2.3283782534891464
39628175176631139,,inf,2.7423900373856984
39628146286267820,,inf,2.453264701853044
39627968544247431,,inf,2.412095881079062
39627968544246374,,inf,2.5428256374410547
39627962550587178,,inf,2.6096335222576026
39627974529517327,,inf,2.38399814936853
39627968535856553,,inf,2.4775453291947613
39627974529518858,,inf,2.675635399371144
39627962546390476,,inf,2.5045282300227028
39627962546389622,,inf,2.7170765220964976
39627968535859820,,inf,2.350690809759089
39628004502014618,,inf,2.3232144667898265
39627998525129602,,inf,2.3730974818609853
39628110856980552,,inf,2.5909304979966796
39627847848955310,,inf,2.4422122768203045
39627883999663260,,inf,2.5329306559343756
39627908104324107,,inf,2.64911242554719
39627902077109452,,inf,2.5090199983421932
39627902077109175,,inf,2.7644217138855702
39627908091744524,,inf,2.5535053226613376
39627908091740298,,inf,2.319060427393116
39627914114761371,,inf,2.357515009508613
39627908125298537,,inf,2.3458981382242614
39628134303143568,,inf,2.5457268734196474
39628081471687098,,inf,2.532726670084117
39627687903364835,,inf,2.7259232600977983
39627699970376581,,inf,2.7592901394058864
39627699970377922,,inf,2.7121558933961274
39627699970377431,,inf,2.7554031620063806
39627699966182889,,inf,2.5181001315751503
39627687907559638,,inf,2.4091067485320945
39627681876150438,,inf,2.7001910477330973
39627699991348584,,inf,2.493730465565295
39627699995543969,,inf,2.4754929593395247
39627639903750984,,inf,2.3793260729622205
39627645922575973,,inf,2.352084184928501
39627651924626856,,inf,2.6323992526388924
39627706211502710,,inf,2.3081889318710935
39627706211500392,,inf,2.770941586736187
39627706198921709,,inf,2.346080436860204
39627706198921363,,inf,2.661805341791482
39627718265933533,,inf,2.6137179546699167
39627712234521625,,inf,2.3817963759130825
39627706194727935,,inf,2.7271512805714364
39627820724397146,,inf,2.384106775713473
39627826768387020,,inf,2.5028307952361515
39627727526955051,,inf,2.637059684655202
39627589286891874,,inf,2.779401470586505
39627607259481129,,inf,2.61667438475773
39627595267966146,,inf,2.5656542550017067
39627607255287265,,inf,2.4417453823599407
39627601265822148,,inf,2.5859116722133106
39627619305525690,,inf,2.4956378601199116
39627619301328851,,inf,2.7710248225059817
39627619292940004,,inf,2.422734793332776
39627619305522726,,inf,2.773980344520336
39627619305523943,,inf,2.706305381702272
39627625299184529,,inf,2.55565514819119
39627706890980079,,inf,2.5168356075697167
39627821584220220,,inf,2.4810236043560208
39627670572501673,,inf,2.6680625824942164
39627640520314060,,inf,2.629262547993054
39627628495247993,,inf,2.544475936147261
39627622493192369,,inf,2.7808402614872074
39627821710053433,,inf,2.3611976242408703
39627815674450743,,inf,2.4846728954042154
39627821714249640,,inf,2.5044604654969547
39627809705953413,,inf,2.5409863716511785
39627616575031164,,inf,2.6473669964930835
39627604575129657,,inf,2.3271314892432486
39627622577081762,,inf,2.349379855970945
39627610577178126,,inf,2.5095128209051656
39627906141393161,,inf,2.5105496505570435
39627990191048117,,inf,2.412869571273122
39627604721927229,,inf,2.498217836107849
39627724830020613,,inf,2.335748396610028
39627724834218189,,inf,2.7760857616034698
39627736909617127,,inf,2.5847418632302577
39627924013321618,,inf,2.6543071248867696
39627912005026733,,inf,2.5269075052670016
39627984109308257,,inf,2.756285580255612
39627918061604309,,inf,2.5821135846634493
39627948134764128,,inf,2.3829128723335353
39627851644802776,,inf,2.44653633953044
39627875787212453,,inf,2.3953433204965004
39627911954698418,,inf,2.710846402220078
39627905931673715,,inf,2.5992821319125627
39627893881441108,,inf,2.5270558929706977
39627881839595721,,inf,2.3779027546678777
39627893902416114,,inf,2.411279402580753
39627887871003229,,inf,2.6679289234013983
39627887875199416,,inf,2.469871619438424
39627947014886233,,inf,2.676255144523319
39627892811895331,,inf,2.508771456768014
39627844501898559,,inf,2.6089935437695173
39627820351099837,,inf,2.7073520976622834
39627844430599742,,inf,2.3974539814665246
39627783869047815,,inf,2.6210608589367577
39627795944442034,,inf,2.489970631839283
39627795952838218,,inf,2.4373817158157856
39627789904647022,,inf,2.3442503529897474
39627801984240941,,inf,2.4454440006253395
39627820095251269,,inf,2.5500126356051025
39627826135052229,,inf,2.3809589841963965
39627826156015441,,inf,2.5810050414932046
39627850331984946,,inf,2.624099522943138
39627850331986594,,inf,2.6316927384493685
39627832208399351,,inf,2.4748429750592216
39627832208396906,,inf,2.3022738001194245
39627705821434252,,inf,2.3118793285741663
39627729817044498,,inf,2.6169888492459004
39627729808655542,,inf,2.735133923533777
39627741888255155,,inf,2.3463472882243903
39627741892444292,,inf,2.528773500905503
39627735844260723,,inf,2.5807579292900535
39628049267820606,,inf,2.3800929831608943
39628025704221897,,inf,2.407328241592121
39628049548840658,,inf,2.6482988958170357
39628013851115592,,inf,2.6733572258098635
39628013851116864,,inf,2.3554883877698676
39627995945632436,,inf,2.5329346701239825
39627995945632736,,inf,2.5788518818263886
39627995945633385,,inf,2.7655208156470796
39627995685586757,,inf,2.547291537975917
39627941767808291,,inf,2.537873814703446
39627947774054111,,inf,2.64295404932019
39627947769858617,,inf,2.534275841904702
39627947774054554,,inf,2.5539210694010133
39627989729676776,,inf,2.7602186210442183
39627863619535057,,inf,2.4766978361956373
39627983924756667,,inf,2.6982080761550447
39627953969037633,,inf,2.4196395174104324
39627923585501945,,inf,2.338666328272881
39627983601795263,,inf,2.3058180922016454
39627935635738898,,inf,2.5364815030720056
39628152481254345,,inf,2.3607773280281945
39628193056950635,,inf,2.5152819381663902
39628064191154843,,inf,2.4169022608485697
39627950814922500,,inf,2.3783403981430262
39627986848188090,,inf,2.4297368974081284
39628123339230451,,inf,2.6418284653356205
39628123356005576,,inf,2.302841822218199
39628117479787931,,inf,2.4990032503829593
39628134844203154,,inf,2.503009299082835
39628128988958851,,inf,2.540867824952193
39628140888198176,,inf,2.584520043059708
39628170042803414,,inf,2.3790290588235536
39628170051191180,,inf,2.716586202952089
39628129244809113,,inf,2.5972320245775453
39628158466526165,,inf,2.58223254564915
39628164288220291,,inf,2.762320178783628
39628158453944841,,inf,2.3465138455145236
39628164284025354,,inf,2.6207702724774693
39628170097328621,,inf,2.415727332080876
39628088090300969,,inf,2.475819378805006
39628082167941972,,inf,2.440322785576266
39628082167941170,,inf,2.317286718598021
39628088077716098,,inf,2.640081000505717
39628088077715021,,inf,2.476971185111618
39628105773486373,,inf,2.4964550869093878
39628152246372994,,inf,2.5809167645549485
39628152258953401,,inf,2.587558607035299
39628004590097324,,inf,2.3486730537427216
39628004598483142,,inf,2.663470506943482
39628004585899752,,inf,2.443098843277075
39628004585903420,,inf,2.63049178817713
39627968921733343,,inf,2.6461354623187763
39627818207807545,,inf,2.3273251674086515
39627812163815853,,inf,2.34475100180668
39627806128210882,,inf,2.6294505495343854
39627842362805183,,inf,2.61346958322707
39627806191130222,,inf,2.3195188365332355
39627818010677604,,inf,2.407817332249108
39627818019062213,,inf,2.4201657622626644
39627818010674908,,inf,2.52502228736402
39627824046280191,,inf,2.6436413171340774
39627824046279257,,inf,2.7125260602016175
39627824050472147,,inf,2.433500016154688
39627818010675838,,inf,2.446440541898981
39627818010673476,,inf,2.6278493264393257
39627830094463591,,inf,2.3217346385944895
39627818019061850,,inf,2.447569841137953
39627824058862077,,inf,2.3935161859981284
39627824058862952,,inf,2.3939325545270935
39627824058861520,,inf,2.783908619720954
39627751841335623,,inf,2.672190442191945
39627733713555785,,inf,2.621607264444737
39627739749160106,,inf,2.4214849350263146
39627947333650168,,inf,2.432817336440463
39627862952644926,,inf,2.5381863831376053
39627923228986113,,inf,2.5010132462139802
39627899166261525,,inf,2.6075678109304223
39627893143244696,,inf,2.4765411435895417
39628186237014392,,inf,2.5010263595685402
39628186237011280,,inf,2.6266893266426883
39628086769092127,,inf,2.536790909354621
39628116238271926,,inf,2.6207700257572495
39628122097716798,,inf,2.7733816533376903
39628122101910943,,inf,2.4093964018093996
39628122093521154,,inf,2.4546703550962743
39628122093522141,,inf,2.5277163066706363
39628122093522788,,inf,2.5498740424484785
39628122097713297,,inf,2.473476233563898
39628127969742372,,inf,2.527334787420406
39628116238274335,,inf,2.3708666535010194
39628116234078152,,inf,2.4687820697103233
39627937707726593,,inf,2.6129705014776166
39628116104055756,,inf,2.478780546456789
39628092578203108,,inf,2.3843476782771726
39628092578202406,,inf,2.4036767230216025
39628186463504224,,inf,2.793735230440678
39628186471894117,,inf,2.4831259187795434
39628087012360299,,inf,2.4175876379494796
39628116351519164,,inf,2.3054999095698463
39628122210963211,,inf,2.4245111830434003
39627474123887373,,inf,2.3338256313376493
39627480012687237,,inf,2.4197555135123974
39636287916868237,,inf,2.782853655475419
39627527160857824,,inf,2.7189031933031984
39627521209147527,,inf,2.7236738603955346
39627515278393984,,inf,2.413279010140838
39627604793233335,,inf,2.500789930582675
39627604784845349,,inf,2.4180504435878336
39627610799474226,,inf,2.4530431298580675
39627610795282699,,inf,2.6261224104422465
39627610795281712,,inf,2.5074430140685466
39627610795280820,,inf,2.447003435101294
39627610803667089,,inf,2.388901372520263
39627616793134901,,inf,2.315008726173633
39627610795278715,,inf,2.3725051157567716
39627610791088514,,inf,2.414025352159879
39627610799474595,,inf,2.45188604751041
39627587160376680,,inf,2.667292608750807
39627593082736747,,inf,2.6891890909241742
39627749706433022,,inf,2.5581535870077596
39627749698044711,,inf,2.3689504095023666
39627967902518513,,inf,2.4601819606751625
39627961904665577,,inf,2.4606804077539683
39627967910904845,,inf,2.474404088287412
39627973904566360,,inf,2.5487179409702265
39627967902519694,,inf,2.397035314809729
39627973896180934,,inf,2.7209964043653656
39627961917246230,,inf,2.342413978307076
39627961908860330,,inf,2.34281664397544
39627979889838575,,inf,2.3147967014467734
39627756895472685,,inf,2.7830340849845827
39627678331963853,,inf,2.751640146734661
39627961959190914,,inf,2.4360386373642893
39627949971867109,,inf,2.5201398008433493
39627913808577078,,inf,2.378630502651409
39627871639048250,,inf,2.480231647898693
39628027662958693,,inf,2.3222193847405666
39627914072818799,,inf,2.357524076848842
39627914072819892,,inf,2.3495428022914058
39627926093694927,,inf,2.6256346472834684
39627914056041809,,inf,2.335973817571699
39627914056044663,,inf,2.601889600594169
39627926093697437,,inf,2.604201064254201
39627920079064823,,inf,2.3178163877114577
39627588590635881,,inf,2.533716454654207
39627594567517801,,inf,2.338027247063797
39627606559034523,,inf,2.5335962407172343
39627594575906515,,inf,2.5630242132628305
39627594575909389,,inf,2.41235185469402
39627600561176899,,inf,2.640206346250675
39627600561178771,,inf,2.403662992963561
39627600561181001,,inf,2.3123638922163714
39627612561084799,,inf,2.4198001746015194
39627612561081700,,inf,2.4158406577203384
39627655703698326,,inf,2.3299202369395435
39627661730911230,,inf,2.3943255451911565
39627649693257282,,inf,2.4083614378019846
39627655716278511,,inf,2.3799857074831765
39627649705836943,,inf,2.366236844813565
39627655716278739,,inf,2.6085994525970584
39627740311193858,,inf,2.7334750277412763
39627752411763538,,inf,2.7408330531815204
39627830916549101,,inf,2.4924532153229215
39627836956344850,,inf,2.3461475824760494
39627867159532022,,inf,2.395184750986816
39627788742821949,,inf,2.7464516867140856
39627782703024748,,inf,2.37007716165575
39627788747018358,,inf,2.6053052434194335
39627794782620819,,inf,2.470997131450412
39627788742823538,,inf,2.566410333187545
39627849119828952,,inf,2.3395833230716034
39627957488060874,,inf,2.60466529704326
39627589496605373,,inf,2.303667302471353
39627878886806488,,inf,2.4074246136583843
39627933161096388,,inf,2.7006637036298455
39627933161099624,,inf,2.594633439477752
39627939175730219,,inf,2.40365114778904
39628022906618802,,inf,2.620762353152828
39628016938126560,,inf,2.77214061410011
39628010982213383,,inf,2.3255710607799123
39628010982214160,,inf,2.5237325313725516
39628010973826765,,inf,2.3979761660935814
39628022910814133,,inf,2.7708163386699116
39628034805862332,,inf,2.541921683732117
39628034810054332,,inf,2.7616960382178286
39628034805862777,,inf,2.773919750749153
39628034801665993,,inf,2.4202916007732074
39628040753383684,,inf,2.4023777061333424
39628046696712211,,inf,2.430422707441364
39628070528749615,,inf,2.601855691662806
39628064618974944,,inf,2.6818087603614518
39628088287432836,,inf,2.6437807341011106
39628141106299397,,inf,2.301455759128091
39628135255247246,,inf,2.418647083609439
39628193447021852,,inf,2.7139622542175674
39627891150949486,,inf,2.674683209964552
39627610199689925,,inf,2.5234444934222804
39627640214131255,,inf,2.410822252307249
39627628239389286,,inf,2.512332524345736
39627634153358764,,inf,2.3536972006849326
39627646178427085,,inf,2.6065077007644546
39627646170045142,,inf,2.6322812509975844
39627790995169815,,inf,2.340349696026101
39627730492335040,,inf,2.3131862253224758
39627676423558271,,inf,2.7300250018350107
39627670400540391,,inf,2.323775254158616
39627676423558649,,inf,2.7316692422230204
39627670404728939,,inf,2.697101318709989
39627682442380174,,inf,2.4603690494094694
39627670400539100,,inf,2.6419487220194977
39627676415172031,,inf,2.7155282810787456
39627598334001251,,inf,2.333350802214132
39627598325616717,,inf,2.35599411722312
39627604315080773,,inf,2.5733561430411362
39627604315081833,,inf,2.341440970462773
39627598334001790,,inf,2.3816197647761843
39627598334002504,,inf,2.466476673015166
39627598329810729,,inf,2.4818843735426435
39627592336147180,,inf,2.3239934266783076
39627712691701943,,inf,2.3377528719018246
39628094302064103,,inf,2.3681620728846964
39628111964277344,,inf,2.723026489907408
39628129550996515,,inf,2.7819272487824724
39628129559381825,,inf,2.5579457706733626
39628135561429286,,inf,2.361753101842789
39628135569820109,,inf,2.3389014050253736
39628135569821972,,inf,2.6437840998465956
39628147250957797,,inf,2.57102223590477
39628112169797545,,inf,2.537187604882847
39628005437346943,,inf,2.7587324228405534
39628041269281585,,inf,2.4458406526866225
39627867293746568,,inf,2.793408878024281
39628106121609842,,inf,2.3593795923214285
39627552838388037,,inf,2.573416221985305
39627558798497749,,inf,2.3200686793073535
39627546878283500,,inf,2.4272148706610164
39627558794301692,,inf,2.488335778775346
39627558794301633,,inf,2.656867838914568
39627546874086534,,inf,2.429410133855266
39627552838387361,,inf,2.542350054584764
39627552838391988,,inf,2.5678257634094743
39627558785914629,,inf,2.501199117532615
39627727409515592,,inf,2.7820636149613662
39627721373912676,,inf,2.7250361675454813
39628182575388326,,inf,2.684040828254243
39628124199060383,,inf,2.774564639057599
39628047342636595,,inf,2.3796724070139725
39628053281770677,,inf,2.716150119200372
39628047342638179,,inf,2.7406152277160323
39628053264997228,,inf,2.456559161394196
39628170751643039,,inf,2.3076054033081435
39628164934145417,,inf,2.6809460294122966
39628170755838661,,inf,2.475838243686934
39628164955112217,,inf,2.5693933344088515
39628164946726284,,inf,2.3337587166806575
39628170755836265,,inf,2.4930199400645887
39628028317270723,,inf,2.5186869391116296
39628075700325313,,inf,2.6155440329825925
39628093408677244,,inf,2.4736745968819753
39628028103363223,,inf,2.674890092048978
39628034092829323,,inf,2.699768762990048
39627932557116524,,inf,2.3557978480476662
39627920565600587,,inf,2.3303673628080164
39628022101316957,,inf,2.5765218749228156
39628028048839467,,inf,2.5538328639160173
39628028061417732,,inf,2.3180481259041428
39628022097119380,,inf,2.37376921256577
39628034004750494,,inf,2.524634818813883
39628022101311964,,inf,2.3195408950828384
39628028061419085,,inf,2.626573179094247
39628022004845659,,inf,2.54172365829555
39627865976734943,,inf,2.3470955900679717
39627700117178559,,inf,2.628864003202707
39627784644985751,,inf,2.7135454830863197
39627772590560480,,inf,2.7337814568491794
39627766554956083,,inf,2.4082217219711475
39627766554953385,,inf,2.7547929192496676
39627772594753266,,inf,2.626964780888389
39627670111128637,,inf,2.4533279581856147
39627712335184515,,inf,2.495696077207445
39627703355183760,,inf,2.4067860150852316
39627703359377856,,inf,2.55305308057769
39627715694824074,,inf,2.726558529845902
39627721730424972,,inf,2.719721976562288
39627721730429667,,inf,2.785234550168697
39627715694822957,,inf,2.3296627474970037
39627685525194445,,inf,2.710919721199733
39627700888930516,,inf,2.3494342127283545
39627706911953141,,inf,2.4544485984188715
39627700884735730,,inf,2.4828488253258505
39627694840746602,,inf,2.30068275099655
39627688813527370,,inf,2.7430966148061193
39627694844937480,,inf,2.774447082402787
39627749148590857,,inf,2.4548050291990173
39627755171614543,,inf,2.6666441521506004
39627761215609484,,inf,2.76213739743447
39627755180005214,,inf,2.3854127575168804
39627761207214638,,inf,2.426575714932827
39627755175811781,,inf,2.5446509700437265
39627755180001592,,inf,2.508296796479776
39627755180001296,,inf,2.5086191268737585
39627749140201632,,inf,2.697178157438502
39627761215607611,,inf,2.6774547657555194
39627761223997852,,inf,2.7033907598170495
39627712960140126,,inf,2.4631931195326584
39627737144492778,,inf,2.7503270581181343
39627749240870667,,inf,2.355691552876938
39627797479560525,,inf,2.6077227558970724
39627610560404021,,inf,2.3923120632168033
39627616558260660,,inf,2.399614770627117
39627616558258953,,inf,2.601660348705393
39627622564500562,,inf,2.6137653377718117
39627616566641227,,inf,2.3440097773891497
39627616566646895,,inf,2.627958975259429
39627622568691268,,inf,2.4376516184456456
39627616566648904,,inf,2.3400911463380902
39627628579130268,,inf,2.6031493083271227
39627538825221399,,inf,2.5230884357154095
39627658769733028,,inf,2.724739746232533
39627658765537485,,inf,2.6288258721805824
39627658782311316,,inf,2.48638452662153
39627658773926748,,inf,2.442247682069824
39627664796946923,,inf,2.4165397305855465
39627664792752998,,inf,2.6829585734148615
39627658769731991,,inf,2.7111361901805804
39627730924342179,,inf,2.5814710843420894
39627724888736597,,inf,2.6681352842198844
39627700767297692,,inf,2.6944435676862226
39627706798709561,,inf,2.532147106158636
39627700767299460,,inf,2.480438483983214
39628079366145884,,inf,2.5441298057200603
39628067525625159,,inf,2.4065847715864446
39628049737582973,,inf,2.535722519769233
39628061603267484,,inf,2.3113309606981507
39627869730642170,,inf,2.586434741648828
39627862709376937,,inf,2.785043535007859
39627862713567513,,inf,2.304182503180355
39627856686350549,,inf,2.4833908018844
39627856677967546,,inf,2.699145014135835
39627856665383599,,inf,2.3420631718928835
39627868682060261,,inf,2.408604373542149
39627850529114192,,inf,2.496051767044286
39627790009506655,,inf,2.6859645247787536
39627790009500920,,inf,2.307848178756614
39627790013694296,,inf,2.7366050823370056
39627905042482952,,inf,2.6688954422886675
39627911065502181,,inf,2.406631439057487
39627742118938923,,inf,2.394825253954625
39627729850599817,,inf,2.4119443979475754
39628013834340634,,inf,2.580440243283627
39627959971090029,,inf,2.3178731160728234
39627953969039068,,inf,2.566779125910522
39627965968941982,,inf,2.3329092828452866
39627953969037836,,inf,2.6000245541684994
39627947954408575,,inf,2.511452214754505
39627947950214432,,inf,2.5408905032850515
39627959878812240,,inf,2.4325452846348496
39627977754936960,,inf,2.6882139326435937
39627977738162691,,inf,2.30414766720551
39627977738160194,,inf,2.3114214539169415
39627977750745573,,inf,2.7506508736462933
39627983736015297,,inf,2.491845584260339
39627989717091991,,inf,2.5032716151795804
39627899875101219,,inf,2.4540041918352635
39627815196298510,,inf,2.5294997155378414
39627911631737193,,inf,2.6349180577845677
39627911631737722,,inf,2.6810696337941784
39627923677776701,,inf,2.7436353498449675
39627911652704571,,inf,2.50024074196555
39627911648511921,,inf,2.428050231043566
39627917658951172,,inf,2.3057996154178264
39627929642074294,,inf,2.452910934942472
39627941658755529,,inf,2.566952151669759
39627935652512259,,inf,2.60383234162485
39627935652515168,,inf,2.447095197483705
39627929646271801,,inf,2.4579349815363343
39627983635353110,,inf,2.5723857394849317
39628001545031160,,inf,2.4157433212845567
39628007526106561,,inf,2.7909571411406127
39628001549225432,,inf,2.3752921742068187
39628007530299949,,inf,2.3886299640562005
39628001557610889,,inf,2.70920750262448
39628013482021207,,inf,2.4820071525730434
39628013486211240,,inf,2.5898562682546307
39627995580728413,,inf,2.788599169088087
39628007526108673,,inf,2.3701637497012276
39628007526108558,,inf,2.4866982556593658
39628007517721572,,inf,2.5248285300348616
39628001549223786,,inf,2.322962718011175
39628001549222850,,inf,2.623715470863878
39628007547079046,,inf,2.3364800645942214
39628007547077823,,inf,2.3802668095037904
39628001574387800,,inf,2.5667180041884414
39628025435784700,,inf,2.324054246093208
39627839179333433,,inf,2.404653065034721
