Targetid,mag_g,magerr_g,mag_r,magerr_r,mag_i,magerr_i
39628416688850664,18.639662,-0.002614149227422084,17.995064,-0.0016450544787593821,17.49168,-0.0029996784662968245
39628416688850940,21.179878,-0.02263486336390178,20.995596,-0.02468412578872964,20.876253,-0.07811747815879845
39628416688851010,21.622278,-0.0834730433891942,21.232437,-0.03170403991021334,20.94657,-0.07050284712056243
39628416697241869,20.084679,-0.008853493418410532,19.838387,-0.0077304865074342205,19.965866,-0.022145864879106785
39628416701433288,20.29541,-0.01040948753859606,20.209734,-0.009932920834156665,20.05807,-0.023288335167290238
39628416701433899,21.03096,-0.01980962560477537,20.664614,-0.015513128218928675,20.556824,-0.03736664563931361
39628416701435501,21.732529,-0.13067367527974122,21.273857,-0.07028741881622805,21.111486,-0.22304751971382789
39628416701435635,20.885098,-0.017247946030163976,20.123505,-0.009532427900086099,19.837645,-0.0187183914762789
39628416709822337,20.752222,-0.014882134429192437,20.623745,-0.015001111028868103,20.386635,-0.03174637208508022
39628416714015742,21.271955,-0.03202592005870753,21.174225,-0.029729779008154118,20.808098,-0.12069032311383267
39628416772735142,20.95314,-0.021474031664159482,20.534391,-0.015707246606211627,20.573235,-0.04554654723214511
39628422074335336,20.98485,-0.01982162121697213,20.819815,-0.01982825341474563,20.435638,-0.03293800599078544
39628422074335752,18.73429,-0.0028256634238199778,18.503216,-0.0024057709315792493,18.545586,-0.006969498893509109
39628422074337953,20.101082,-0.008643853730273864,19.80563,-0.00701770772315768,19.819185,-0.020165398945679935
39628422082724864,21.652727,-0.09047217072438025,21.23145,-0.06446060395790466,20.57304,-0.1351292963359615
39628422086919537,20.261204,-0.010294651233836698,20.13438,-0.009485918581972638,20.12296,-0.02485916126626661
39628422086921606,20.859087,-0.017817960154719602,20.306602,-0.011096464639465608,20.172401,-0.02539253037365933
39628422086922063,21.295364,-0.03070263984256472,20.977285,-0.023384950122177672,20.723734,-0.06295394412672514
39628422112087787,21.25795,-0.09177741204093394,21.458527,-0.08438487962396903,21.309568,-0.16775974930700094
39628427447239156,20.153265,-0.009174232307191938,20.059692,-0.009163620819910867,19.83793,-0.02168884210792366
39628427447239937,18.48878,-0.002352131300638076,18.325315,-0.0021094503821648754,18.102262,-0.004968618407457321
39628427447240148,20.63826,-0.013633475899889214,20.518238,-0.013311425216055656,20.232487,-0.028428039672376438
39628427455628402,20.185022,-0.009674597302790666,20.029688,-0.008392336745681394,20.061333,-0.02318992685794156
39628427455632406,20.45414,-0.011692587437099096,19.930155,-0.007676701729022891,19.919556,-0.021581753008629526
39628427459825354,19.908688,-0.00750424087362294,19.632406,-0.006052630115212394,19.605515,-0.016959105357838386
39628427472408339,21.227657,-0.029594818839810997,21.003578,-0.022395079346808656,20.645199,-0.05104352265778673
39628427480793359,21.1944,-0.029526056059787028,20.915869,-0.02205391031847783,20.731625,-0.05646553706238085
39628427480797967,21.435314,-0.05223576616455811,20.705906,-0.01612992834260063,20.57501,-0.0374686540998165
39628432815950659,19.916931,-0.007720747615696227,19.82109,-0.0072697200763767,19.610378,-0.017257715618355197
39628432820142303,19.675873,-0.006274196030170174,19.44145,-0.005122837564800586,19.33346,-0.013367364211784753
39628432820143121,19.381897,-0.004889796137401759,19.25411,-0.004375230216453193,19.16046,-0.011579729699639557
39628432820144074,21.12061,-0.024232693369537317,20.838047,-0.01973197525198922,20.496557,-0.0369076162437465
39628432824336770,19.017323,-0.0036841347523152313,19.021786,-0.003562896194414849,18.903868,-0.00943802219483889
39628432824338689,21.205868,-0.0275723816242217,20.87561,-0.020666622981548477,20.813276,-0.04482820080344576
39628432828531967,21.450363,-0.04805058277555207,21.21459,-0.035569654092210905,20.711956,-0.11659474600783434
39628432828534595,21.593563,-0.07499923860784806,21.437351,-0.06714968564848488,21.131449,-0.23229646452748512
39628432832725513,20.756187,-0.016503220906006855,20.613184,-0.015211576286902256,20.391441,-0.033888002261960974
39628432832725721,20.037642,-0.008737230408570025,19.768497,-0.006627265249463949,19.65247,-0.01760575431842046
39628432832728642,21.50114,-0.09597698805725252,21.254543,-0.07225443527763609,21.10857,-0.1632981443550257
39628432836919786,20.929544,-0.020201626022783213,20.873695,-0.019619490753176438,20.732306,-0.054511472136705465
39628432836921631,19.985634,-0.00837044146532895,19.973274,-0.00807809896322572,19.782888,-0.019488435691948577
39628432836921778,20.037306,-0.0085773472401666,19.871857,-0.007284284285420902,19.771255,-0.018428062675110397
39628432836923330,20.785717,-0.01663772929332014,20.53172,-0.013814966521485733,20.594528,-0.03619505224634856
39628432841114783,20.547356,-0.013478503681651521,20.486012,-0.013117289495952651,20.292704,-0.028938380054276226
39628432841115322,19.933546,-0.008113132029881084,19.522211,-0.005449269249279674,19.56015,-0.015440261238058294
39628432845309114,20.343792,-0.010859304323896106,20.285488,-0.010661735489191823,20.157042,-0.024692950173937182
39628432845311715,19.20221,-0.004048461689447294,19.045319,-0.0036924108402044287,18.75075,-0.007967557671665645
39628432849502564,20.841232,-0.017244885470000013,20.470295,-0.01269492812937987,20.456402,-0.0328483209187475
39628432849502698,21.014936,-0.021143655093057778,20.647243,-0.014765776907008837,20.448505,-0.03328368283652068
39628432849503633,21.351355,-0.03773346246490913,20.637589,-0.015258217170523537,20.233881,-0.028209049562968682
39628432849504699,20.431187,-0.011708966365958239,20.32275,-0.010912784063413573,20.206758,-0.02536455490973076
39628432849504816,19.766354,-0.006431254837037721,19.717125,-0.0064902320343695925,19.621265,-0.01732385362753171
39628438167882799,20.916737,-0.019190835577163817,20.490973,-0.015121527279971273,20.38397,-0.0353435722445368
39628438180464245,21.799065,-0.1604477804419464,21.477526,-0.1617210225564299,20.229216,-0.10224057560063093
39628438184661104,21.393639,-0.042660984866577226,20.952702,-0.023457669271595344,20.749147,-0.05494040232550867
39628443511424419,20.114716,-0.00979959889857096,19.738161,-0.007059171186938524,19.602562,-0.018712702059252965
39628443528201559,21.384987,-0.04724619803616519,21.025446,-0.030556933844548013,20.759022,-0.09265047833162159
39628318001073124,21.428507,-0.07391816464106135,21.222164,-0.1527795481047895,21.210499,-0.1366369765633686
39628323583692918,21.352589,-0.03580460565466768,21.005009,-0.027506709332146582,20.863474,-0.04639274687385478
39628323592077640,18.955017,-0.0032970654257540592,18.930008,-0.0034572839953234875,19.068829,-0.007498778812386302
39628329145337290,21.434935,-0.025726537332844805,21.063026,-0.02061781519459407,20.943392,-0.03633532296988971
39628329153725240,20.070148,-0.007599164524432212,19.697376,-0.00597062338886164,19.416548,-0.008623855127831093
39628329153725603,19.833181,-0.006255115370208463,19.572247,-0.005282277773244626,19.279093,-0.007858321418951266
39628329153726215,21.500393,-0.041749181450471406,21.198303,-0.0329725512052317,21.108429,-0.05693042089051643
39628329153727350,20.60904,-0.013849877853555922,20.507751,-0.01538779144293069,20.405596,-0.02298246313809114
39628329157920179,21.59891,-0.09325066400086736,20.742609,-0.016128784397239332,20.432114,-0.023313628778418388
39628329157921038,19.564402,-0.005443763501343914,19.663717,-0.006260810988316577,19.716879,-0.012187543686165179
39628329157921465,21.161488,-0.019260482766319774,21.057358,-0.03016593327213848,20.836487,-0.036609307971244266
39628334698599385,20.256512,-0.008261366694872528,19.953663,-0.006650693669739848,19.96592,-0.012582128712965263
39628334706984013,22.203064,-0.29098723780021823,21.375849,-0.11250722658859892,21.223345,-0.08164798867669312
39628334706986642,20.445517,-0.009097116837705895,20.168293,-0.008004578811781845,20.128897,-0.01459189650264046
39628334706987033,21.517374,-0.028808319714169976,21.371996,-0.03727410268905685,21.213013,-0.04656442455313704
39628334706987763,21.109877,-0.01658756626931234,20.96267,-0.018516594157399355,20.713976,-0.02780062659638061
39628334711178543,19.893948,-0.005741747849235475,19.741974,-0.005771244382413698,19.44875,-0.0085023354523396
39628334711179683,21.172737,-0.01701971635972663,21.009388,-0.018518816669456442,20.760586,-0.026666429278133584
39628334711179726,20.072163,-0.00748356850049096,20.00299,-0.00757976235178396,20.044098,-0.013774866596529135
39628334711180106,19.915733,-0.0058054192348812855,19.837845,-0.006024323180465912,19.64804,-0.0097179066596953
39628334715371857,21.782982,-0.09528461869161207,21.487253,-0.05817434947412713,20.769726,-0.19680858330701756
39628334715373057,20.727709,-0.012322273405400095,19.510277,-0.004877520052063851,19.090801,-0.006298191121755373
39628334719566380,21.741928,-0.06412164275862946,21.214428,-0.029333171690803128,20.967297,-0.036221987281888746
39628334719567208,20.64254,-0.010486699139977643,20.406263,-0.0098426372396958,20.457191,-0.02002502151879269
39628334719568673,20.86035,-0.01411723222442552,20.847126,-0.01885901728958348,20.52851,-0.023178643956614627
39628334723760965,20.689827,-0.012195074997253757,20.56896,-0.01356427472775521,20.610313,-0.025383536599017504
39628334723764279,21.652424,-0.07612297520687361,21.204296,-0.07013493710965694,21.062624,-0.05806860133992192
39628340247662535,20.269697,-0.008059685445372373,19.913786,-0.006274401460103699,19.965557,-0.01153963949190759
39628340251854483,21.586264,-0.030458165858482173,21.333887,-0.030224898052263763,21.363039,-0.0819280539983405
39628340251857683,21.742231,-0.18286526406836476,21.685896,-0.1628806476292884,21.52399,-0.10912626703518863
39628340256047222,20.705795,-0.011242222344750582,20.48641,-0.010212231118246557,20.31846,-0.016002443587134787
39628340256047689,20.586231,-0.010289156762270293,19.782898,-0.005528281280603045,19.427773,-0.0076718084300149815
39628340256048640,20.767597,-0.012340528340419961,20.625801,-0.012432764787652512,20.241545,-0.016291547020950887
39628340260242451,21.094553,-0.015768892759930403,20.756687,-0.013704206698938183,20.51895,-0.019860169507301358
39628340260243052,19.831331,-0.005455971802221385,19.44662,-0.00430411531185322,19.483343,-0.008383332507021592
39628340260246189,20.821915,-0.011936016346772469,20.636852,-0.011891918915238947,20.485271,-0.018117752315650548
39628340264438705,21.430885,-0.02503008460988288,21.372356,-0.03513146613830133,21.122673,-0.04293346553259253
39628340264439078,21.630642,-0.04129454787076003,21.486006,-0.05822737973574378,21.09027,-0.07825836482974312
39628340264440236,18.829401,-0.002442821233046921,18.695019,-0.002381810138570291,18.565783,-0.004184332439374643
39628340264440242,20.599827,-0.010544002872124756,20.218393,-0.008467550644624887,20.245934,-0.015796126115939346
39628340268630205,21.029858,-0.015107586307686351,20.679874,-0.012189416750942822,20.726059,-0.02460471020202442
39628340268631142,20.64371,-0.010748242463734686,20.29664,-0.00894909144948898,20.298527,-0.016817015651067004
39628340268631148,21.074833,-0.015355875900232806,20.688019,-0.01241876756175975,20.616623,-0.02396681194810827
39628340268631422,20.914698,-0.012996255654862498,20.826405,-0.013950547702681197,20.734215,-0.026410466774383815
39628340268631755,21.015675,-0.014548621066706763,20.585228,-0.011309677684107584,20.423986,-0.01979005480959921
39628340268632616,21.695286,-0.058150602314660495,21.281868,-0.027447647839157544,20.936241,-0.031885830577836984
39628340268634027,21.617325,-0.04934939119792504,21.38793,-0.05155434649834071,20.952232,-0.037195974563073615
39628340272827139,21.44936,-0.031148408268315674,21.223394,-0.054296759944057485,21.030033,-0.06255078697032333
39628340277022445,20.013678,-0.007235999710914331,19.741013,-0.007177304887786978,19.527824,-0.010861755349146053
39628345708644567,19.740793,-0.0056584692311022824,19.591755,-0.005309273851100239,19.397503,-0.007835950007300056
39628345784141405,21.412453,-0.023615007117114895,20.927162,-0.01578017703564574,20.835785,-0.0245113620434999
39628345788335671,21.780018,-0.09266450549451215,21.475622,-0.07563430937991905,21.135803,-0.10745169979815741
39628345788338437,21.557772,-0.05346355534689843,21.152039,-0.04096534942467443,21.386189,-0.08849190109938489
39628345800917453,21.4474,-0.062334058353525075,21.06672,-0.03889185892672202,20.767899,-0.1390667865687724
39628345800917745,21.1054,-0.01998502694935432,20.847921,-0.018104223094567214,20.884407,-0.03131284020182929
39628345800920998,21.379993,-0.024823586358497327,21.18767,-0.025203860765866063,20.9169,-0.03417852571406013
39628345805111919,21.693485,-0.07987121348582825,21.48888,-0.04676945644124043,21.44573,-0.10083020361269726
39628345805113172,20.510761,-0.009545818670303238,20.392286,-0.009681446102093693,19.863743,-0.011092940938431488
39628345809306295,20.898106,-0.013296935168235166,20.622587,-0.011828770081799292,20.397892,-0.017259358736251177
39628345809309524,19.311275,-0.003567722879575546,19.216404,-0.003590136366840247,19.08601,-0.006279939856789889
39628345813500166,20.99636,-0.089669498197131,21.442692,-0.10479753620706966,21.163454,-0.0854596808963745
39628345813500693,20.395527,-0.00876360123448416,20.106522,-0.007642872356869532,19.766335,-0.010724247678170502
39628345813501294,21.457273,-0.026176089074185113,20.633707,-0.01180933943258776,20.22831,-0.015989553733734042
39628345813502287,20.328009,-0.014627654805322474,20.01513,-0.011863731977852864,20.017738,-0.026441124213763944
39628345813502311,20.119247,-0.011593492318606657,20.13459,-0.012976675399974871,19.929893,-0.02023881966097059
39628345813502369,18.841173,-0.00349222133073849,18.67271,-0.0035691698133219194,18.681814,-0.005994480844142357
39628345813502777,20.275536,-0.009058185387299357,19.695547,-0.006820997215604207,19.410934,-0.009637776108768639
39628345817698142,21.640339,-0.07583759340897143,21.079613,-0.03153686648495397,20.88829,-0.06981269681846235
39628345817698919,21.52007,-0.06317190258616528,21.417213,-0.1023475268894009,21.348206,-0.1616109028043907
39628351240930588,20.903912,-0.014167167835420937,20.629364,-0.013529037008923798,20.466898,-0.01850020502288016
39628351240931108,21.44222,-0.029232773782987765,21.245897,-0.02918667389347591,21.143381,-0.04820192794750098
39628351240932436,21.403912,-0.025800242290830434,21.074535,-0.022720563529815573,20.933815,-0.029993036121959967
39628351240932913,20.355438,-0.009295907538330102,20.209774,-0.008991267972698632,20.052244,-0.013472771839657194
39628351249318954,20.998234,-0.01522548867188681,20.75738,-0.01482907039584721,20.65364,-0.021401547303420854
39628351249319474,20.1571,-0.00802627801939207,19.805397,-0.006219405106852736,19.905794,-0.01131020823157284
39628351253515114,20.314571,-0.008256103022094516,20.195576,-0.008163781409807246,20.004587,-0.012000946088744876
39628351316428060,21.505264,-0.02909392310214659,21.105814,-0.02011571004928147,20.837608,-0.026228787676448522
39628351320621363,20.2434,-0.007954063886604447,19.779175,-0.005541962979712469,19.666992,-0.009343131413718366
39628351320621396,19.82777,-0.005739228190310557,19.70168,-0.0052521232294726935,19.456652,-0.00777827219210958
39628351320622963,20.763466,-0.01198532207942244,20.449667,-0.010051038918152054,20.15855,-0.013505405334959378
39628351324815796,20.6362,-0.010476822271418879,20.444183,-0.0099995668732781,20.510906,-0.01850943906573649
39628351324816374,21.320105,-0.02106926872735162,21.052372,-0.018224326865071097,20.726376,-0.023873358473290533
39628351324817203,21.675972,-0.061732335943129484,21.060024,-0.019389733066806046,20.73071,-0.0247752253505474
39628351329010138,20.628551,-0.010650158898184443,20.211699,-0.00827643363752499,20.104868,-0.013012927299069551
39628351333204888,21.458426,-0.055272817875198915,21.020773,-0.05493842997836807,21.420744,-0.12274611459971566
39628351333208289,21.162453,-0.018475055790267196,20.845715,-0.015459386077139599,20.707579,-0.02457851457408263
39628351341593126,20.125425,-0.007035185448774733,19.862051,-0.0061386167784335645,19.713665,-0.009960800608347446
39628351345788892,19.95218,-0.006015064947392716,19.576185,-0.00484940883336124,19.497782,-0.008668597546037892
39628351345789830,19.778328,-0.008231347365524961,19.641897,-0.008238793550673447,19.549805,-0.013136256442604749
39628351345791144,20.453356,-0.010302673385071253,20.048254,-0.009390055269384407,19.837923,-0.014134175626708077
39628351349983100,21.09624,-0.01856200663549811,20.554617,-0.01373524115837774,20.490799,-0.02435033142793186
39628351349983164,21.59527,-0.044398793846327056,21.227446,-0.07357380615291999,21.18245,-0.06571753404275016
39628351349983824,21.647438,-0.07310751442854402,21.217598,-0.07328714412534917,20.616528,-0.17900228905847357
39628351349984951,21.242601,-0.023882768555999745,20.968916,-0.024032429635128465,21.005405,-0.059320349096848135
39628351349985520,20.520237,-0.010974805722991686,20.295109,-0.011322519981736893,20.095327,-0.01768162492324877
39628351354175599,21.234058,-0.021734177189364157,20.661015,-0.01640926745280399,20.211102,-0.020798922417059076
39628356773219039,21.0747,-0.016868606910982915,20.922115,-0.01892599330911631,21.111347,-0.02997459579001054
39628356781607750,21.361818,-0.027574022896167387,21.04049,-0.01780161004225057,21.131727,-0.033406637442741485
39628356840329171,21.498455,-0.05459170476261875,21.350636,-0.040055763336477083,21.322624,-0.06077299450350498
39628356844524080,20.703896,-0.013097611960943691,20.507206,-0.011248043309433103,20.544872,-0.016449145259304215
39628356848714660,20.8373,-0.014568931575588962,20.235987,-0.009436150461858937,20.201605,-0.013476174254779266
39628356848717401,19.215601,-0.004605343060274063,18.75656,-0.0029149648619286165,18.453245,-0.003921796718945259
39628356852908595,21.631624,-0.052678074316225426,21.291145,-0.030849906721490468,20.945763,-0.026634628539896
39628356861299616,21.406384,-0.02799552891501739,20.87496,-0.015798846783817683,20.550812,-0.01831109117448799
39628356865494314,21.514198,-0.039167315461590836,21.22541,-0.026119977391499082,21.226852,-0.055711965527438706
39628356865494800,21.49394,-0.034562854569667394,21.153683,-0.022817376058093322,20.622988,-0.020354031908792213
39628356869686401,21.418098,-0.03009919975806888,20.973282,-0.018557629554258992,21.032913,-0.03335756462496322
39628356869690113,20.721514,-0.012257168418061314,20.219917,-0.00805065666936915,20.194386,-0.014583049085126257
39628356869690674,21.735775,-0.06321971928562545,21.37479,-0.04638641346259184,21.101715,-0.03993634728595313
39628356873879734,20.409327,-0.010005930977897263,20.059292,-0.007005708938348062,19.68986,-0.00950584122302425
39628356873880389,20.403355,-0.00970245827582116,20.037806,-0.0068913291141211135,19.94315,-0.011864652769519436
39628356873880456,21.388254,-0.02960683127350056,20.900316,-0.01601629338766847,20.642374,-0.023132293005923565
39628356873882543,21.380016,-0.02763106764440049,21.283924,-0.02694983283321172,21.071074,-0.03660325881664104
39628356882271850,20.842474,-0.013209343606390329,20.457859,-0.010801806681967558,20.5069,-0.018933982740723596
39628362276145178,20.064146,-0.007006836311533619,20.296642,-0.009359009205605034,20.097996,-0.01145772948968857
39628362280340314,21.477894,-0.03443352728670403,21.02978,-0.022589107350053594,20.98342,-0.03280038432723101
39628362284532777,20.680092,-0.011413445254524904,20.592228,-0.012126175068025062,20.438847,-0.014787011622921153
39628362284532938,20.440022,-0.009535258782136348,20.20787,-0.008385385518736332,20.222149,-0.01236610469382669
39628362284533088,20.353989,-0.008779633646352761,20.207642,-0.00836967284583096,20.039116,-0.010805018759269496
39628362284534509,19.277681,-0.0036112811922759634,19.192503,-0.0035575083179025294,19.312569,-0.0061914782840478706
39628362288726472,21.34209,-0.022756842530281388,20.886265,-0.015599552268639351,20.756031,-0.02092933407977588
39628362288726810,21.030926,-0.015120794134924731,20.678139,-0.012575307237637234,20.655535,-0.016770749129005405
39628362288728590,21.05813,-0.016260467570237167,20.77106,-0.01274857183745913,20.568464,-0.017177586362101607
39628362288730415,20.225649,-0.007887808702403453,19.981848,-0.006587513123078332,19.980846,-0.011215930103360932
39628362292920464,19.075888,-0.003191757614523631,18.732534,-0.0023847950401538302,18.562836,-0.0038188025794898594
39628362347450102,21.606348,-0.04637515314246312,21.34752,-0.0325000421972337,21.239956,-0.03708829223369928
39628362347451252,21.431202,-0.032732360347646754,21.244394,-0.027617310590128223,21.216352,-0.038835381863456545
39628362351642209,18.654526,-0.003372607158059977,18.525827,-0.0028316547933287684,18.366663,-0.0039766671238725204
39628362351642723,19.805382,-0.007203521187498234,19.822887,-0.006462702458813322,19.674242,-0.009327959895738583
39628362351643238,20.97332,-0.01769355766420889,20.879726,-0.015979038534132073,20.585443,-0.017201261215101175
39628362351644051,20.504807,-0.011660913785292588,20.24166,-0.009194055760152933,19.971317,-0.011506842079756437
39628362351644446,21.583672,-0.12664740088229895,21.471325,-0.048518644635287274,21.197252,-0.039688353372152665
39628362351645438,19.887932,-0.007692465507695418,19.78338,-0.006321143926221257,19.627827,-0.009011367489622913
39628362355835208,21.020506,-0.017549198942712736,20.481318,-0.011060709664593986,20.397404,-0.015345897552087241
39628362355835872,21.131296,-0.0203178028503443,20.645615,-0.012791394649280684,20.204355,-0.013416314908789206
39628362355836335,21.304533,-0.024184689680615996,21.181955,-0.02347350672516952,21.158684,-0.035336785551010046
39628362355837368,21.54282,-0.07681143666949639,21.38257,-0.0503811424215054,21.36686,-0.05169481432660252
39628362360029492,20.92696,-0.016432820231923054,20.574968,-0.012067283470017695,20.287783,-0.013951724925588894
39628362360031041,21.359177,-0.02771771324070705,21.02793,-0.020075213720290093,21.023817,-0.02790632986023148
39628362360031352,20.50338,-0.011704150391518703,20.034363,-0.007830944691545352,19.795006,-0.009859562718146092
39628362360031883,19.751816,-0.007007953770558593,19.441511,-0.00482047731533317,19.442108,-0.007922490448328106
39628362360031906,21.584038,-0.0411962988576736,21.231342,-0.029787284474137754,21.06333,-0.03186766197617026
39628362360033307,20.480263,-0.01135602800425158,20.409145,-0.010614922999358699,20.338116,-0.014480071821140455
39628362364225173,21.771362,-0.0891190131588931,21.52929,-0.06352654071030829,21.365545,-0.05332833275725061
39628362364225471,21.607197,-0.06640625945610647,21.47894,-0.07215212377541322,21.377737,-0.15094670826578274
39628362364226447,21.113102,-0.01864962284388895,20.849504,-0.015191180721692928,20.510462,-0.016603482223915403
39628362368418803,20.288254,-0.020727048789965948,20.290262,-0.020407193616747657,20.074389,-0.07425016565099886
39628362368420257,21.517715,-0.04579782531899208,21.349802,-0.0400757353589398,21.234783,-0.04172942186546625
39628362368422439,20.454185,-0.010146607011957038,20.136105,-0.007576516153698764,20.098265,-0.01237138402437547
39628362372612340,21.586735,-0.0898978381711717,21.447203,-0.06662676228914924,21.357592,-0.08864673825413363
39628362372613071,21.614109,-0.05124161828061145,21.261013,-0.02615716811347323,21.087402,-0.03403687710945307
39628362372613699,21.580095,-0.0678488517699904,21.497562,-0.05015080000232004,21.443369,-0.08430146220584395
39628362372613791,19.619648,-0.005199208474292956,19.001213,-0.0029908065549818473,18.591007,-0.0038870053058865277
39628362372615044,21.8402,-0.09739584967304887,21.372976,-0.056429728860072186,21.281536,-0.04862351717623921
39628362372615310,21.542921,-0.03442020470229852,21.235748,-0.028540420022701383,21.234375,-0.04786644332688941
39628362372615877,20.35846,-0.009452167102600889,20.17639,-0.008078099548992674,20.021439,-0.011854541517914985
39628362372616183,19.585672,-0.00501761579694023,19.410704,-0.004082190249615023,19.374899,-0.007179415735350636
39628362376806908,19.20092,-0.0036103952118031494,18.683224,-0.00232626640382079,18.558723,-0.003772633321175418
39628362376807394,20.297905,-0.008635779192099714,20.010138,-0.007074989598240574,19.875925,-0.010358802660342118
39628362376808667,21.110258,-0.018915299139476604,20.720428,-0.013322629071058651,20.8658,-0.023765361242716485
39628362376808697,21.556778,-0.04256293715260243,21.355885,-0.04912743818774604,21.377102,-0.05648135786338753
39628362376809281,21.767433,-0.07735243970965712,21.513327,-0.07635641043489234,21.22939,-0.14720778830674938
39628362376810618,20.78786,-0.013051822749132495,20.663757,-0.012562999211360112,20.504223,-0.016907174214605507
39628362381001390,20.950142,-0.014729631995624022,20.69482,-0.013146925159169391,20.360449,-0.01499863401804433
39628362381002056,21.123375,-0.017357788431535563,20.898,-0.01572149816519192,20.795727,-0.025228864374953332
39628362381005539,21.310978,-0.02457626286608275,21.151627,-0.021824532470875235,20.756,-0.02344445481779472
39628362385199717,20.671902,-0.011831139060068722,20.661552,-0.012245464624979895,20.560644,-0.019576708997888596
39628362385200054,21.624584,-0.05378793020560731,21.400314,-0.05226719677029379,21.160757,-0.042950937483927684
39628362385200174,19.745258,-0.005995586352644002,19.42751,-0.004068470101928179,19.578573,-0.009042805075246825
39628362389389466,21.720617,-0.0611152655549168,21.352674,-0.039693965762412214,21.255276,-0.04906371888460264
39628362389393926,21.668228,-0.0638642321998565,21.318819,-0.04237325123279134,21.253393,-0.10295693560444752
39628367779072819,21.480448,-0.027626281822759974,21.100628,-0.02192859297975718,20.78444,-0.02084597401153424
39628367779073429,19.955141,-0.006179133076391484,19.992779,-0.00708315591334856,19.776003,-0.009197075789065205
39628367783264437,21.535341,-0.03547961252940049,21.31014,-0.03972937300925408,21.20598,-0.03494575126567586
39628367783265099,20.042791,-0.0068936257091127525,19.754631,-0.0057548935705976,19.61084,-0.007662412788749785
39628367783265941,20.146723,-0.007443679817740708,19.86467,-0.006231229387035976,19.628796,-0.007889496782769094
39628367783266409,20.383514,-0.009066293658586085,20.301521,-0.009025116502889069,20.09636,-0.011447489555445353
39628367783266588,21.052492,-0.015324771691633115,20.909796,-0.01679800453004065,20.699894,-0.01988291087647042
39628367783267407,21.444077,-0.037590518981240675,21.386288,-0.04499698958671387,21.399158,-0.05352626010454815
39628367783268149,21.647398,-0.0445100961961886,21.367552,-0.04201189551240401,21.453373,-0.06882815023869156
39628367783268220,20.805012,-0.012814355951733766,20.48543,-0.010695338856271878,20.419538,-0.015335036314146833
39628367783268380,21.509426,-0.030648777106372833,21.364948,-0.03724805430460045,21.335342,-0.04550498607746856
39628367791655891,21.571594,-0.032948242793901406,20.581394,-0.010677287936583546,20.608824,-0.016950739389364946
39628367791656825,21.555101,-0.03338700200257471,21.276745,-0.02470380016444055,20.967896,-0.024171555406505674
39628367795849773,21.697128,-0.05118611263362178,21.3022,-0.029245194025679908,21.175941,-0.030828996438877748
39628367829406832,20.913296,-0.013970451973728242,20.829205,-0.013840677846577049,20.747799,-0.019779976437070215
39628367846183872,20.764133,-0.013862376537949712,20.03765,-0.0073669858798793625,19.579615,-0.008497086359267122
39628367846184821,21.36317,-0.026523167337770638,21.118593,-0.020123232121670324,20.91463,-0.028607767346477367
39628367850374449,17.83994,-0.0016489555456618774,17.762566,-0.0013783270792526666,17.660511,-0.0022453611731806213
39628367850376002,21.280481,-0.024685342522491962,21.003181,-0.01875443878926617,20.927916,-0.025964356295258225
39628367850376318,21.048836,-0.01697802131936483,20.797909,-0.015038525090101704,20.644814,-0.018453624830908687
39628367850377660,18.760082,-0.0031921629069178266,18.542583,-0.00245817536681225,18.584702,-0.004260402551016658
39628367854567633,21.053444,-0.01855812760067962,21.04263,-0.020682827245652145,20.587576,-0.017491753083166355
39628367854568047,21.513275,-0.055980710603260216,21.299534,-0.03109568494128898,20.964352,-0.02707947768170765
39628367854568339,20.01324,-0.008350295251257248,19.905552,-0.006953158579645646,19.786602,-0.010094542328307565
39628367854570707,19.754522,-0.00699406443912209,19.525452,-0.005144593517676301,19.38966,-0.007399607992540879
39628367854570931,20.92285,-0.016337806658563093,20.867512,-0.016905661796027906,20.671406,-0.01841327640555195
39628367858761915,21.288223,-0.02367353192120006,20.7361,-0.014147781333320446,20.658827,-0.020202491289805478
39628367858761938,21.151762,-0.020680699310007936,20.759773,-0.01493274039725712,20.570408,-0.01833174046778362
39628367858762491,21.47583,-0.05217173733123246,21.37577,-0.05525186953410096,21.308208,-0.04687405900489574
39628367858762861,20.27744,-0.010004572493203344,20.168343,-0.008603144378078985,19.8659,-0.010526480864896682
39628367858763355,20.172039,-0.009369819298464538,19.778484,-0.006410119283166227,19.675993,-0.009721400455452545
39628367858763478,21.742588,-0.0814677020349306,21.31112,-0.03340690113430656,20.781132,-0.022569552698677487
39628367858765065,21.452913,-0.028220865110259237,21.153631,-0.02550901351000055,20.964891,-0.028549240527257935
39628367867152779,21.436855,-0.02852558086775089,21.198143,-0.022972683731268085,21.165302,-0.03721799723340034
39628367867153884,21.254562,-0.020551514060120703,20.968517,-0.01668312145257315,20.960304,-0.027378741045194863
39628367867154223,21.736296,-0.10037356741326325,21.57317,-0.07182026880892266,21.411764,-0.11091022801163868
39628367871345186,21.56977,-0.0453724861770381,21.145588,-0.027417921893058073,20.700882,-0.02129791281512655
39628367871347759,21.35672,-0.024343825060890206,21.194935,-0.02433682012057656,21.159857,-0.04236939035292789
39628367871348269,21.600456,-0.07678129518064034,21.315033,-0.05680610380901551,21.516792,-0.08066445124507347
